stage,run_idx,total_runs,seconds,lr,base_ch,weight_decay,adam_betas,loss_name,huber_beta,charbonnier_eps,scheduler,cosine_eta_min,plateau_factor,plateau_patience,grad_clip_norm,batch_size,val_mae,val_mse,val_rmse,val_norm_acc,config_json
stage1,108,576,32.955,0.0001,32,0.0001,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.0853281614780426,0.016372783988714217,0.127956179955148,0.9573359192609787,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,109,576,33.114,0.0002,32,0.0,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.08195613551139831,0.01586253623664379,0.12594656103540022,0.9590219322443009,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,110,576,32.854,0.0002,32,1e-05,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.07890949070453644,0.013678305462002754,0.11695428791627417,0.9605452546477318,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,111,576,32.974,0.0002,32,0.0001,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.07742538017034531,0.013584210515022278,0.11655132137827644,0.9612873099148274,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,112,576,32.887,0.0002,32,0.0,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.07915078699588776,0.013691269263625145,0.11700969730592907,0.9604246065020561,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,113,576,32.983,0.0002,32,1e-05,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08017840421199798,0.014608648821711541,0.12086624351617593,0.959910797894001,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,114,576,32.576,0.0002,32,0.0001,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08060986518859864,0.014268514156341552,0.1194508859587971,0.9596950674057007,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,115,576,32.759,0.0005,32,0.0,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.0792712350487709,0.013985573031008244,0.11826061487667076,0.9603643824756145,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,116,576,32.582,0.0005,32,1e-05,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.07752882194519042,0.01348380320519209,0.11611977956055587,0.9612355890274048,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,117,576,32.518,0.0005,32,0.0001,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.0768584434390068,0.013464334689080716,0.11603591982261663,0.9615707782804966,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,118,576,32.884,0.0005,32,0.0,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.07896023881435395,0.014215387508273124,0.11922829994708943,0.960519880592823,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,119,576,32.596,0.0005,32,1e-05,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.0777901582121849,0.013592983171343803,0.11658894961077487,0.9611049208939075,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,120,576,33.178,0.0005,32,0.0001,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.07735532438755036,0.01367883887887001,0.11695656834427902,0.9613223378062248,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,121,576,32.66,5e-05,32,0.0,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.08532349157333374,0.015339859902858735,0.12385418807153327,0.9573382542133331,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,122,576,33.034,5e-05,32,1e-05,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.08352376061677932,0.015519165575504304,0.12457594300467609,0.9582381196916103,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,123,576,32.767,5e-05,32,0.0001,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.08729984468221665,0.01623203618824482,0.12740500848963834,0.9563500776588917,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,124,576,32.976,5e-05,32,0.0,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.08971293514966965,0.017709230542182923,0.13307603293674983,0.9551435324251651,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,125,576,33.327,5e-05,32,1e-05,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.09202734142541885,0.01752593095600605,0.13238553907434925,0.9539863292872905,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,126,576,32.871,5e-05,32,0.0001,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.09178170418739319,0.01860096323490143,0.13638534831462443,0.9541091479063034,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,127,576,32.638,0.0001,32,0.0,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.08130428969860076,0.016487915337085723,0.12840527768392435,0.9593478551506996,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,128,576,33.05,0.0001,32,1e-05,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.08678257435560227,0.020876113519072533,0.14448568620826263,0.9566087128221988,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,129,576,32.878,0.0001,32,0.0001,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.08477865993976592,0.019249951004981995,0.1387441926892149,0.957610670030117,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,130,576,32.48,0.0001,32,0.0,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.08263413351774215,0.015464309260249137,0.12435557591137253,0.958682933241129,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,131,576,32.794,0.0001,32,1e-05,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.08470024728775025,0.01618290065228939,0.12721203029701786,0.9576498763561249,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,132,576,33.051,0.0001,32,0.0001,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.08214469581842422,0.015527365744113923,0.12460885098625187,0.9589276520907879,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,133,576,33.064,0.0002,32,0.0,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.076602565407753,0.013550808563828468,0.11640794029544749,0.9616987172961236,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,134,576,33.198,0.0002,32,1e-05,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.07870295780897141,0.01456560480594635,0.1206880474858482,0.9606485210955142,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,135,576,33.073,0.0002,32,0.0001,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.07734064698219299,0.013776820942759513,0.11737470316366944,0.9613296765089036,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,136,576,33.01,0.0002,32,0.0,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.0786412928700447,0.014284812718629837,0.11951908934822854,0.9606793535649777,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,137,576,32.935,0.0002,32,1e-05,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.0785265485048294,0.014246772088110447,0.11935984286228953,0.9607367257475853,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,138,576,32.913,0.0002,32,0.0001,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.0796994590163231,0.014887557044625282,0.12201457718086509,0.9601502704918384,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,139,576,33.227,0.0005,32,0.0,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.0762247378230095,0.013815254300832748,0.1175383099284346,0.9618876310884953,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,140,576,33.038,0.0005,32,1e-05,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.09253880923986435,0.02837606680393219,0.16845197180185273,0.9537305953800679,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,141,576,33.073,0.0005,32,0.0001,"(0.9, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.07935237228870391,0.015912774682044984,0.12614584686800032,0.960323813855648,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,142,576,32.706,0.0005,32,0.0,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.0770173082947731,0.013695608161389828,0.11702823659865096,0.9614913458526134,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,143,576,33.049,0.0005,32,1e-05,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.07638893556594849,0.013464297361671925,0.11603575897830774,0.9618055322170258,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,144,576,32.956,0.0005,32,0.0001,"(0.9, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.07760980635881425,0.014023433350026607,0.11842057823717382,0.9611950968205929,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 32, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,145,576,83.377,5e-05,48,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07943799316883088,0.014449159398674964,0.12020465631029009,0.9602810034155845,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,146,576,52.337,5e-05,48,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.0872135164141655,0.020199223950505257,0.14212397387670125,0.9563932417929173,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,147,576,52.352,5e-05,48,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.08338766825199127,0.016967237964272498,0.13025835084274826,0.9583061658740044,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,148,576,52.368,5e-05,48,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08480459308624268,0.01636601647734642,0.1279297325774834,0.9575977034568787,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,149,576,52.193,5e-05,48,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08664219307899475,0.01612569582462311,0.1269869907692245,0.9566789034605027,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,150,576,52.275,5e-05,48,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08499557757377625,0.01627786287665367,0.12758472822659328,0.9575022112131119,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,151,576,52.138,0.0001,48,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07705026423931122,0.013835178956389428,0.11762303752407276,0.9614748678803444,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,152,576,52.152,0.0001,48,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07827243107557297,0.013751212909817696,0.11726556574637627,0.9608637844622135,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,153,576,52.592,0.0001,48,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07897762417793273,0.014058855637907982,0.11857004528087177,0.9605111879110336,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,154,576,52.364,0.0001,48,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07955239182710648,0.014077336594462395,0.11864795233994725,0.9602238040864468,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,155,576,52.145,0.0001,48,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08385983139276504,0.01665336209535599,0.12904790620291362,0.9580700843036175,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,156,576,52.105,0.0001,48,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.0801443093419075,0.014253186248242854,0.11938670884249576,0.9599278453290463,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,157,576,51.982,0.0002,48,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07835859930515289,0.014189392797648907,0.11911923773114445,0.9608207003474235,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,158,576,52.156,0.0002,48,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07890860080718994,0.01358106030523777,0.11653780633441566,0.960545699596405,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,159,576,52.439,0.0002,48,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07799244117736816,0.014059779241681098,0.11857393997705018,0.9610037794113159,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,160,576,52.263,0.0002,48,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07790354710817338,0.013911326877772807,0.11794628810510659,0.9610482264459133,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,161,576,52.31,0.0002,48,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07762544578313828,0.014262961156666278,0.11942763983545132,0.9611872771084309,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,162,576,52.399,0.0002,48,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07808423960208893,0.01424522390961647,0.11935335734539046,0.9609578801989556,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,163,576,51.991,0.0005,48,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07577241683006286,0.013484404116868973,0.11612236699649629,0.9621137915849686,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,164,576,52.026,0.0005,48,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07863290482759476,0.014845083475112915,0.12184040165360961,0.9606835475862027,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,165,576,52.12,0.0005,48,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07665736758708953,0.013361311316490173,0.11559113857251417,0.9616713162064552,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,166,576,51.935,0.0005,48,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07656459009647369,0.013508678212761879,0.11622683946817912,0.9617177049517631,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,167,576,52.067,0.0005,48,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.0762362848520279,0.01354797273874283,0.11639575910978385,0.961881857573986,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
