stage,run_idx,total_runs,seconds,lr,base_ch,weight_decay,adam_betas,loss_name,huber_beta,charbonnier_eps,scheduler,cosine_eta_min,plateau_factor,plateau_patience,grad_clip_norm,batch_size,val_mae,val_mse,val_rmse,val_norm_acc,config_json
stage1,1,576,59.273,5e-05,24,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.08973956537246704,0.01585098896175623,0.1259007107277645,0.9551302173137665,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,2,576,29.269,5e-05,24,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.08678627169132233,0.0158361901268363,0.12584192515547551,0.9566068641543388,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,3,576,29.083,5e-05,24,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.08660955321788788,0.015823866702616214,0.12579295172073918,0.9566952233910561,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,4,576,29.045,5e-05,24,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.09836187756061554,0.021183311372995377,0.14554487752234835,0.9508190612196923,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,5,576,29.103,5e-05,24,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.09352106595039368,0.0175497265458107,0.1324753809045692,0.9532394670248031,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,6,576,29.304,5e-05,24,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.09724519157409668,0.020599357426166535,0.14352476241459708,0.9513774042129517,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,7,576,29.162,0.0001,24,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.08110223817825317,0.0151372961550951,0.12303371958570991,0.9594488809108734,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,8,576,29.044,0.0001,24,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.0805764279961586,0.014465704329311848,0.1202734564619802,0.9597117860019206,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,9,576,28.803,0.0001,24,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.09293772423267364,0.02549681407213211,0.1596772183880096,0.9535311378836632,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,10,576,29.024,0.0001,24,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08598596251010895,0.015479962565004826,0.1244184976802277,0.9570070187449455,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,11,576,29.073,0.0001,24,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.09365372860431671,0.019058336183428764,0.1380519329217406,0.9531731356978417,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,12,576,29.171,0.0001,24,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.10759282630681992,0.024692409455776214,0.15713818586128647,0.94620358684659,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,13,576,29.043,0.0002,24,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.09389943820238113,0.030075701743364335,0.1734234751795856,0.9530502808988094,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,14,576,28.947,0.0002,24,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07751323699951172,0.01376386735588312,0.11731950969844325,0.9612433815002441,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,15,576,28.866,0.0002,24,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.0787207835316658,0.014591799661517144,0.12079652172772667,0.960639608234167,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,16,576,29.437,0.0002,24,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08135881304740905,0.015252080984413623,0.12349931572447527,0.9593205934762955,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,17,576,29.11,0.0002,24,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08013973808288574,0.01436869928240776,0.1198695093942065,0.9599301309585572,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,18,576,29.146,0.0002,24,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08240072417259216,0.015288217432796954,0.12364553139032948,0.9587996379137039,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,19,576,28.8,0.0005,24,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07722872537374496,0.014096271187067032,0.11872771869730772,0.9613856373131275,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,20,576,28.799,0.0005,24,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07672618687152863,0.01344687919318676,0.11596067951330209,0.9616369065642357,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,21,576,29.146,0.0005,24,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.0771974772810936,0.01407271023094654,0.11862845455853557,0.9614012613594533,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,22,576,28.801,0.0005,24,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07817806893587112,0.013961718574166298,0.1181597163764635,0.9609109655320645,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,23,576,28.91,0.0005,24,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07808270835876464,0.014482915952801705,0.12034498723586996,0.9609586458206176,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,24,576,28.623,0.0005,24,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07861995792388916,0.014345621518790722,0.11977320868537639,0.9606900210380555,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,25,576,28.878,5e-05,24,0.0,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.15777761459350587,0.04001856940984726,0.2000464181380093,0.921111192703247,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,26,576,28.871,5e-05,24,1e-05,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.08710301274061202,0.01710465683788061,0.13078477295878374,0.956448493629694,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,1,576,57.391,5e-05,24,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.08999111652374267,0.01587431787699461,0.12599332473188654,0.9550044417381287,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,2,576,28.684,5e-05,24,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.08685927724838256,0.015814563795924188,0.12575596922581522,0.9565703613758088,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,3,576,28.517,5e-05,24,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.0868118201494217,0.01588725433498621,0.12604465214750768,0.9565940899252892,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,4,576,28.529,5e-05,24,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.09836944472789765,0.021183181166648864,0.14554443021513694,0.9508152776360512,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,5,576,28.566,5e-05,24,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.09349946331977844,0.017556825995445252,0.1325021735498903,0.9532502683401107,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,6,576,28.38,5e-05,24,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.09709752905368806,0.020396641910076143,0.14281681242093364,0.951451235473156,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,7,576,28.357,0.0001,24,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.08156244331598282,0.015712759464979173,0.12535054632900158,0.9592187783420086,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,8,576,28.388,0.0001,24,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.0814832135438919,0.015322536945343017,0.12378423544758442,0.9592583932280541,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,9,576,28.379,0.0001,24,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.09101778781414031,0.0240021550655365,0.15492628913627443,0.9544911060929299,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,10,576,28.414,0.0001,24,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08555574905872344,0.015559789031744002,0.1247388833994597,0.9572221254706382,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,11,576,28.696,0.0001,24,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.09368666267395019,0.019188444316387176,0.1385223603480217,0.953156668663025,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,12,576,28.538,0.0001,24,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.10772272175550461,0.024808649495244025,0.1575076172610202,0.9461386391222477,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,13,576,28.548,0.0002,24,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07694848680496216,0.013715502128005028,0.11711320219345481,0.9615257565975189,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,14,576,28.152,0.0002,24,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07727093708515168,0.013627231635153293,0.11673573418261134,0.9613645314574242,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,15,576,28.351,0.0002,24,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07845110523700714,0.013919562578201294,0.11798119586697405,0.9607744473814964,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,16,576,28.25,0.0002,24,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08128453034162521,0.015175346553325654,0.12318825655607621,0.9593577348291874,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,17,576,28.823,0.0002,24,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08014417827129364,0.014366915322840214,0.11986206790657424,0.9599279108643531,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,18,576,28.355,0.0002,24,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08267341506481171,0.015538228005170822,0.12465242879772068,0.9586632924675942,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,19,576,28.465,0.0005,24,0.0,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.0780737282037735,0.01395609764009714,0.11813592865888489,0.9609631358981132,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,20,576,28.252,0.0005,24,1e-05,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.09052126377820968,0.024852660536766054,0.15764726618868483,0.9547393681108951,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,21,576,28.384,0.0005,24,0.0001,"(0.9, 0.999)",l1,,,none,,,,0.0,32,0.07634688174724578,0.013745050817728043,0.11723928871213797,0.9618265591263772,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,22,576,28.479,0.0005,24,0.0,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07804693204164505,0.013964144557714463,0.11816998162695322,0.9609765339791775,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,23,576,28.449,0.0005,24,1e-05,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07783988183736801,0.014145131550729275,0.11893330715459516,0.961080059081316,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,24,576,28.401,0.0005,24,0.0001,"(0.9, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.07760493439435959,0.014068053103983402,0.11860882388753125,0.9611975328028202,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,25,576,28.336,5e-05,24,0.0,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.15949297165870666,0.04199250191450119,0.20492072104719228,0.9202535141706467,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,26,576,28.605,5e-05,24,1e-05,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.09762643152475357,0.025384772002696992,0.15932599286587545,0.9511867842376233,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,27,576,28.235,5e-05,24,0.0001,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.09118829548358917,0.017550961524248124,0.13248004198462546,0.9544058522582054,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,28,576,28.362,5e-05,24,0.0,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.10160534238815308,0.021356192350387573,0.14613758021257767,0.9491973288059234,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,29,576,28.58,5e-05,24,1e-05,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.10640897697210312,0.02290482783317566,0.1513434102733768,0.9467955115139485,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,30,576,28.46,5e-05,24,0.0001,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.11313315135240555,0.02387642705440521,0.1545199891742334,0.9434334243237972,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,31,576,28.517,0.0001,24,0.0,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.0836410596370697,0.014736229993402957,0.12139287455778842,0.9581794701814651,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,32,576,28.39,0.0001,24,1e-05,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.08451072335243225,0.015407090187072753,0.12412530035038286,0.9577446383237839,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,33,576,28.378,0.0001,24,0.0001,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.08247747325897217,0.014268777325749398,0.11945198753369238,0.9587612633705139,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,34,576,28.426,0.0001,24,0.0,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08678044867515564,0.015680171556770803,0.1252204917606172,0.9566097756624222,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,35,576,28.19,0.0001,24,1e-05,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08484195804595947,0.0162458690404892,0.1274592838536652,0.9575790209770203,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,36,576,28.318,0.0001,24,0.0001,"(0.9, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.09043306040763854,0.01797317948937416,0.13406408724701094,0.9547834697961808,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,37,576,28.377,0.0002,24,0.0,"(0.9, 0.999)",huber,0.1,,none,,,,0.0,32,0.08081432288885117,0.016600101813673974,0.1288413823803283,0.9595928385555744,"{""adam_betas"": [0.9, 0.999], ""base_ch"": 24, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
